No.	분류	스킬명	난이도	유형	설명	획득 경로/필요 스킬
706	기본	[약화]	하	액티브	대상의 공격력을 잠시 동안 소폭 감소시킨다.	적에게 디버프를 100회 이상 사용
707	기본	[둔화]	하	액티브	대상의 이동 속도를 잠시 동안 소폭 감소시킨다.	빠르게 움직이는 적에게 디버프를 100회 이상 사용
708	기본	[실명]	하	액티브	대상의 눈에 빛을 터뜨려 명중률을 잠시 감소시킨다.	적의 얼굴에 빛 마법을 100회 이상 사용
709	기본	[공포]	중	액티브	자신보다 약한 적에게 공포를 걸어 도망치게 할 확률이 생긴다.	위협 스킬로 적을 100회 이상 도망치게 만듦
710	기본	[수면]	중	액티브	대상이 잠들게 할 확률이 생긴다. 피해를 입으면 즉시 깨어난다.	밤에 잠든 몬스터 근처에서 정신 마법 사용
711	기본	[속박]	중	액티브	식물의 덩굴이나 마력의 끈으로 적을 잠시 동안 제자리에 묶는다.	움직이는 적의 발밑에 식물 성장 마법 사용
712	기본	[혼란]	중	액티브	대상이 잠시 동안 아군과 적을 구분하지 못하게 할 확률이 생긴다.	몬스터끼리 싸우는 상황을 20회 이상 목격
713	기본	[저주]	중	액티브	대상의 모든 능력치를 잠시 동안 아주 조금 감소시키는 약한 저주를 건다.	흑마법으로 적을 100마리 이상 처치
714	기본	[기름칠(마법)]	하	액티브	바닥에 기름을 뿌려 미끄럽게 만든다. 불과 반응한다.	기름병 아이템에 마법을 사용하여 원격으로 뿌리기
715	기본	[소음(마법)]	하	액티브	지정한 위치에 시끄러운 소리를 발생시켜 적의 주의를 끈다.	마법으로 종이나 금속을 쳐서 소리를 냄
716	기본	[마법 해제]	중	액티브	대상에게 걸린 이로운 마법 효과 하나를 제거한다.	버프가 걸린 적을 100마리 이상 처치
717	기본	[마나 흡수]	중	액티브	대상에게서 소량의 마나를 흡수한다.	마나를 사용하는 적을 맨손으로 100마리 이상 처치
718	기본	[염력]	하	액티브	가벼운 물건을 공중으로 들어 올리거나 옮긴다.	손이 닿지 않는 곳의 아이템을 얻으려는 시도 반복
719	기본	[고통의 저주]	하	액티브	대상에게 지속적으로 약한 피해를 입힌다.	흑마법 길드에서 기본 흑마법으로 습득
720	기본	[부패]	하	액티브	대상의 회복 능력을 잠시 동안 감소시킨다.	체력을 회복하는 적을 100마리 이상 처치
721	기본	[시체 조종]	하	액티브	가장 약한 몬스터(빅 랫 등)의 시체를 잠시 동안 일으켜 세운다.	몬스터 시체에 흑마법을 100회 이상 사용
722	기본	[뼈 갑옷]	하	액티브	주변의 뼈를 모아 자신의 몸에 둘러 방어력을 잠시 높인다.	해골 몬스터를 처치하고 남은 뼈 아이템을 자신에게 사용
723	기본	[어둠의 화살]	하	액티브	어둠의 기운을 담은 화살을 날린다. 신성 속성 적에게 효과적이다.	흑마법 길드에서 기본 흑마법으로 습득
724	기본	[공물]	중	액티브	자신의 체력을 소모하여 마나를 소량 회복한다.	체력이 가득 찬 상태에서 마나가 0일 때 마법 사용 시도
725	기본	[악마와의 계약(하급)]	중	액티브	하급 악마와 계약하여 힘 스탯을 소폭 올린다.	악마 소환진 위에서 자신의 피를 제물로 바침
726	기본	[해골 소환]	하	액티브	땅에서 약한 해골 병사 하나를 소환한다.	무덤이나 뼈무더기 위에서 흑마법 사용
727	기본	[임프 소환]	하	액티브	장난꾸러기 임프 하나를 소환하여 전투를 돕게 한다.	악마 소환 스크롤을 20회 이상 사용
728	기본	[정령 소환(하급)]	하	액티브	불, 물, 바람, 흙 중 하나의 하급 정령을 소환한다.	정령이 출몰하는 지역에서 해당 속성의 아이템을 제물로 바침
729	기본	[골렘 소환(소형)]	하	액티브	작은 흙 골렘을 소환하여 몸빵 역할을 시킨다.	진흙이나 돌 아이템에 생명을 불어넣는 마법 사용
730	기본	[사역마 소환]	하	액티브	까마귀나 쥐 같은 작은 동물을 소환하여 정찰을 보낸다.	특정 동물과 교감하여 계약을 맺음
731	기본	[의식]	중	액티브	특정 재료와 시간을 소모하여 특별한 효과를 얻는 의식을 치른다.	의식용 제단에서 10회 이상 의식 진행
732	기본	[영혼 감지]	중	패시브	주변에 있는 영체나 숨겨진 존재를 감지한다.	유령 몬스터에게 20회 이상 기습당함
733	기본	[저주 해제]	중	액티브	자신에게 걸린 약한 저주를 다른 대상에게 옮긴다.	저주에 걸린 상태에서 다른 적에게 흑마법 사용
734	기본	[피의 계약]	중	액티브	자신의 피를 이용해 소환수의 충성도를 높인다.	소환수에게 자신의 체력을 나눠주는 시도
735	기본	[언데드 지배]	중	액티브	자신보다 약한 언데드 몬스터를 잠시 동안 조종한다.	언데드 몬스터의 체력을 1%로 만들고 정신 지배 마법 사용
736	기본	[어둠]	하	액티브	작은 영역의 빛을 없애 어둡게 만든다.	광원(횃불, 램프)에 어둠 마법 사용
737	기본	[화염]	하	패시브/액티브	화염구를 다루는 기본	화염 마법 길드에서 습득
738	기본	[냉기]	하	패시브/액티브	냉기 마법을 다루는 기본	냉기 마법 길드에서 습득
739	기본	[대지]	하	패시브/액티브	대지 마법을 다루는 기본	대지 마법 길드에서 습득
740	기본	[바람]	하	패시브/액티브	바람 마법을 다루는 기본	바람 마법 길드에서 습득
741	기본	[전기]	하	패시브/액티브	전기 마법을 다루는 기본	전기 마법 길드에서 습득
742	기본	[빛]	하	패시브/액티브	빛 마법을 다루는 기본	빛 마법 길드에서 습득
743	기본	[어둠]	하	패시브/액티브	어둠 마법을 다루는 기본	어둠 마법 길드에서 습득
744	기본	[치유]	하	패시브/액티브	치유 마법을 다루는 기본	치유 마법 길드에서 습득
745	기본	[강화]	하	패시브/액티브	강화 마법을 다루는 기본	강화 마법 길드에서 습득
746	기본	[약화]	하	패시브/액티브	약화 마법을 다루는 기본	약화 마법 길드에서 습득
747	기본	[소환]	하	패시브/액티브	소환 마법을 다루는 기본	소환 마법 길드에서 습득
748	기본	[정신]	하	패시브/액티브	정신 마법을 다루는 기본	정신 마법 길드에서 습득
749	기본	[환영]	하	패시브/액티브	환영 마법을 다루는 기본	환영 마법 길드에서 습득
750	기본	[시공간]	중	패시브/액티브	시공간 마법을 다루는 기본	시공간 마법 길드에서 습득
751	기본	[중력]	중	패시브/액티브	중력 마법을 다루는 기본	중력 마법 길드에서 습득
752	기본	[음파]	하	패시브/액티브	음파 마법을 다루는 기본	음파 마법 길드에서 습득
753	기본	[독]	하	패시브/액티브	독 마법을 다루는 기본	독 마법 길드에서 습득
754	기본	[신성]	하	패시브/액티브	신성 마법을 다루는 기본	신성 마법 길드에서 습득
755	기본	[흑마법]	하	패시브/액티브	흑마법을 다루는 기본	흑마법 길드에서 습득
756	기본	[연금술]	하	패시브/액티브	연금술을 다루는 기본	연금술 길드에서 습득
757	기본	[룬]	하	패시브/액티브	룬 마법을 다루는 기본	룬 마법 길드에서 습득
758	기본	[점술]	하	패시브/액티브	점술을 다루는 기본	점술 길드에서 습득
759	기본	[계약]	중	패시브/액티브	계약 마법을 다루는 기본	계약 마법 길드에서 습득
760	기본	[골렘 공학]	중	패시브/액티브	골렘 공학을 다루는 기본	골렘 공학 길드에서 습득
761	기본	[기계 공학]	중	패시브/액티브	기계 공학을 다루는 기본	기계 공학 길드에서 습득
762	기본	[생명 공학]	상	패시브/액티브	생명 공학을 다루는 기본	생명 공학 길드에서 습득
